Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude
Resolved,3384,High,Email,Other,1st line support,Nicola Wane,2023-10-21 20:51:44,2023-10-23 20:51:44,2023-10-21 21:51:44,2023-10-21 21:31:36.569,Within SLA,2023-10-22 23:05:18.756,Within SLA,,8.0,,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Closed,3385,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-10-21 04:11:08,2023-10-23 04:11:08,2023-10-21 05:11:08,2023-10-21 04:32:58.826,Within SLA,2023-10-22 18:31:52.389,Within SLA,2023-10-28 04:16:37.434,1.0,4.0,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Closed,3386,Low,Phone,Product setup,1st line support,Bernard Beckley,2023-10-21 09:09:40,2023-10-23 09:09:40,2023-10-21 09:11:40,2023-10-21 09:09:59.103,Within SLA,2023-10-24 07:20:24.611,SLA Violated,2023-10-25 10:55:17.189,4.0,5.0,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
In progress,3398,Medium,Chat,Product setup,2nd line support,Heather Urry,2023-10-22 00:18:43,2023-10-23 00:18:43,2023-10-22 00:20:43,2023-10-22 00:24:04.860,SLA Violated,,SLA Violated,,5.0,,Training and Consulting Services,Tier 2,Spain,39.67337,-4.767726
Resolved,3399,High,Email,Product setup,2nd line support,Heather Urry,2023-10-22 16:51:22,2023-10-24 16:51:22,2023-10-22 17:51:22,2023-10-22 17:45:30.393,Within SLA,2023-10-23 15:09:36.163,Within SLA,,7.0,,Ready to use Software,Tier 2,Italy,43.036776,12.678565
Resolved,3400,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-10-22 14:43:58,2023-10-24 14:43:58,2023-10-22 15:43:58,2023-10-22 15:26:59.869,Within SLA,2023-10-24 03:19:32.929,Within SLA,,1.0,,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
Closed,3401,Medium,Chat,Feature request,1st line support,Kristos Westoll,2023-10-22 11:24:23,2023-10-23 11:24:23,2023-10-22 11:26:23,2023-10-22 11:25:44.796,Within SLA,2023-10-22 12:45:12.399,Within SLA,2023-10-28 07:10:51.521,6.0,4.0,Other,Tier 1,Germany,51.165691,10.451526
Closed,3402,Medium,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-10-22 02:32:15,2023-10-24 02:32:15,2023-10-22 03:32:15,2023-10-22 05:27:03.387,SLA Violated,2023-10-24 09:35:10.736,SLA Violated,2023-10-26 01:53:58.001,1.0,5.0,Custom software development,Tier 1,Germany,51.165691,10.451526
Closed,3403,Low,Phone,Product setup,2nd line support,Adolpho Messingham,2023-10-22 08:47:17,2023-10-24 08:47:17,2023-10-22 08:49:17,2023-10-22 08:48:34.191,Within SLA,2023-10-22 10:16:13.363,Within SLA,2023-10-26 08:25:09.341,4.0,1.0,Custom software development,Tier 2,Spain,39.67337,-4.767726
Closed,3404,Low,Chat,Bug report,1st line support,Connor Danielovitch,2023-10-23 00:01:46,2023-10-24 00:01:46,2023-10-23 00:03:46,2023-10-23 00:02:24.957,Within SLA,2023-10-28 11:32:27.868,SLA Violated,2023-10-29 20:56:51.523,4.0,3.0,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
Resolved,3405,Low,Email,Bug report,1st line support,Sheela Cutten,2023-10-23 17:28:34,2023-10-25 17:28:34,2023-10-23 18:28:34,2023-10-23 17:57:13.244,Within SLA,2023-10-23 23:56:24.289,Within SLA,,2.0,,Training and Consulting Services,Tier 1,Czech Republic,49.8037633,15.4749126
Closed,3406,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-10-23 14:41:25,2023-10-25 14:41:25,2023-10-23 15:41:25,2023-10-23 15:27:36.391,Within SLA,2023-10-24 12:00:18.374,Within SLA,2023-10-25 19:53:29.735,3.0,4.0,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Closed,3407,Medium,Email,Feature request,1st line support,Nicola Wane,2023-10-23 04:03:21,2023-10-25 04:03:21,2023-10-23 05:03:21,2023-10-23 04:15:53.771,Within SLA,2023-10-24 10:59:43.806,Within SLA,2023-10-28 05:22:23.331,7.0,5.0,Custom software development,Tier 1,Spain,39.67337,-4.767726
Resolved,3408,Medium,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-10-24 00:55:28,2023-10-26 00:55:28,2023-10-24 01:55:28,2023-10-24 01:34:47.421,Within SLA,2023-10-25 14:10:06.342,Within SLA,,8.0,,Other,Tier 1,Germany,51.165691,10.451526
Closed,3409,Medium,Email,Bug report,1st line support,Kristos Westoll,2023-10-24 16:57:50,2023-10-26 16:57:50,2023-10-24 17:57:50,2023-10-24 17:31:17.366,Within SLA,2023-10-28 23:40:48.970,SLA Violated,2023-10-30 01:03:33.642,5.0,2.0,Ready to use Software,Tier 1,Germany,51.165691,10.451526
Closed,3410,Medium,Chat,Feature request,1st line support,Nicola Wane,2023-10-24 05:56:10,2023-10-25 05:56:10,2023-10-24 05:58:10,2023-10-24 05:58:00.040,Within SLA,2023-10-30 01:35:44.630,SLA Violated,2023-10-30 15:03:32.146,6.0,3.0,Custom software development,Tier 1,Greece,39.368279,21.863141
Closed,3411,Low,Chat,Purchasing and invoicing,2nd line support,Heather Urry,2023-10-24 09:33:56,2023-10-25 09:33:56,2023-10-24 09:35:56,2023-10-24 09:35:17.703,Within SLA,2023-10-24 14:46:27.649,Within SLA,2023-10-27 23:35:19.089,5.0,4.0,Custom software development,Tier 2,Italy,43.036776,12.678565
Closed,3412,High,Email,Product setup,2nd line support,Adolpho Messingham,2023-10-24 20:01:39,2023-10-26 20:01:39,2023-10-24 21:01:39,2023-10-24 20:32:30.571,Within SLA,2023-10-26 17:40:33.868,Within SLA,2023-10-26 01:18:06.248,5.0,5.0,Ready to use Software,Tier 2,United Kingdom,55.378052,-3.435973
Resolved,3413,Medium,Email,Feature request,1st line support,Sheela Cutten,2023-10-24 23:54:58,2023-10-26 23:54:58,2023-10-25 00:54:58,2023-10-24 23:56:01.804,Within SLA,2023-10-26 02:49:52.417,Within SLA,,1.0,,Other,Tier 1,Germany,51.165691,10.451526
Closed,3414,Medium,Chat,Product setup,1st line support,Bernard Beckley,2023-10-24 11:54:36,2023-10-25 11:54:36,2023-10-24 11:56:36,2023-10-24 11:56:34.375,Within SLA,2023-10-24 19:32:59.292,Within SLA,2023-10-29 11:48:18.733,6.0,3.0,Other,Tier 1,Bulgaria,42.7249925,25.4833039
Closed,3415,Medium,Email,Pricing and licensing,2nd line support,Adolpho Messingham,2023-10-25 23:08:17,2023-10-27 23:08:17,2023-10-26 00:08:17,2023-10-25 23:09:32.067,Within SLA,2023-10-27 17:24:38.591,Within SLA,2023-10-27 20:40:31.227,8.0,4.0,Custom software development,Tier 2,Italy,43.036776,12.678565
Resolved,3416,Low,Chat,Product setup,1st line support,Connor Danielovitch,2023-10-25 09:24:24,2023-10-26 09:24:24,2023-10-25 09:26:24,2023-10-25 09:24:40.478,Within SLA,2023-10-26 20:53:57.823,SLA Violated,,2.0,,Training and Consulting Services,Tier 1,Poland,52.536273,19.050639
Closed,3417,Medium,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-10-25 10:48:25,2023-10-27 10:48:25,2023-10-25 11:48:25,2023-10-25 11:30:48.755,Within SLA,2023-10-25 12:07:39.982,Within SLA,2023-10-31 12:17:02.500,2.0,1.0,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106
In progress,3418,Low,Email,Product setup,2nd line support,Michele Whyatt,2023-10-25 04:04:02,2023-10-27 04:04:02,2023-10-25 05:04:02,2023-10-25 04:20:43.165,Within SLA,,SLA Violated,,4.0,,Training and Consulting Services,Tier 2,Greece,39.368279,21.863141
Resolved,3419,Low,Email,Product setup,1st line support,Bernard Beckley,2023-10-25 23:34:43,2023-10-27 23:34:43,2023-10-26 00:34:43,2023-10-26 00:09:14.520,Within SLA,2023-10-26 08:45:29.731,Within SLA,,6.0,,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,3420,Low,Chat,Purchasing and invoicing,1st line support,Sheela Cutten,2023-10-25 01:13:47,2023-10-26 01:13:47,2023-10-25 01:15:47,2023-10-25 01:14:14.905,Within SLA,2023-10-25 14:07:41.706,Within SLA,,4.0,,Training and Consulting Services,Tier 1,Slovenia,46.1491664,14.9860106
Closed,3421,High,Chat,Training request,1st line support,Nicola Wane,2023-10-26 09:44:19,2023-10-27 09:44:19,2023-10-26 09:46:19,2023-10-26 09:46:16.865,Within SLA,2023-10-26 10:08:05.473,Within SLA,2023-11-01 13:22:18.237,5.0,4.0,Training and Consulting Services,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,3422,Low,Chat,Bug report,2nd line support,Adolpho Messingham,2023-10-26 02:28:01,2023-10-27 02:28:01,2023-10-26 02:30:01,2023-10-26 02:30:35.888,SLA Violated,2023-10-30 20:24:59.011,SLA Violated,,2.0,,Ready to use Software,Tier 2,Austria,47.6964719,13.3457347
Resolved,3423,Low,Email,Feature request,1st line support,Connor Danielovitch,2023-10-26 05:47:17,2023-10-28 05:47:17,2023-10-26 06:47:17,2023-10-26 06:28:54.571,Within SLA,2023-10-28 04:22:48.020,Within SLA,,10.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Closed,3424,Medium,Chat,Product setup,1st line support,Sheela Cutten,2023-10-26 01:39:42,2023-10-27 01:39:42,2023-10-26 01:41:42,2023-10-26 01:39:58.855,Within SLA,2023-10-26 03:53:06.458,Within SLA,2023-10-27 14:26:35.805,6.0,4.0,Ready to use Software,Tier 1,Austria,47.6964719,13.3457347
In progress,3425,High,Phone,Bug report,1st line support,Bernard Beckley,2023-10-26 15:13:20,2023-10-28 15:13:20,2023-10-26 15:15:20,2023-10-26 15:13:52.348,Within SLA,,SLA Violated,,3.0,,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,3426,Medium,Email,Bug report,1st line support,Kristos Westoll,2023-10-26 22:22:25,2023-10-28 22:22:25,2023-10-26 23:22:25,2023-10-26 23:00:02.780,Within SLA,2023-10-27 08:33:44.680,Within SLA,,4.0,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Closed,3427,Low,Email,Product setup,2nd line support,Heather Urry,2023-10-26 16:21:45,2023-10-28 16:21:45,2023-10-26 17:21:45,2023-10-26 16:26:55.888,Within SLA,2023-10-30 16:05:18.022,SLA Violated,2023-10-31 06:21:11.355,2.0,4.0,Ready to use Software,Tier 2,France,48.864716,2.349014
Resolved,3428,Low,Email,Pricing and licensing,2nd line support,Heather Urry,2023-10-26 16:46:44,2023-10-28 16:46:44,2023-10-26 17:46:44,2023-10-26 17:24:03.907,Within SLA,2023-10-28 02:05:37.564,Within SLA,,1.0,,Custom software development,Tier 2,France,48.864716,2.349014
In progress,3429,High,Email,Feature request,1st line support,Kristos Westoll,2023-10-26 18:56:11,2023-10-28 18:56:11,2023-10-26 19:56:11,2023-10-26 19:10:21.038,Within SLA,,SLA Violated,,2.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Closed,3430,Medium,Chat,Other,1st line support,Kristos Westoll,2023-10-26 22:52:28,2023-10-27 22:52:28,2023-10-26 22:54:28,2023-10-26 22:53:14.361,Within SLA,2023-10-27 16:52:08.822,Within SLA,2023-10-31 21:28:12.393,2.0,2.0,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Closed,3431,Medium,Chat,Product setup,1st line support,Sheela Cutten,2023-10-27 11:33:45,2023-10-28 11:33:45,2023-10-27 11:35:45,2023-10-27 11:35:19.573,Within SLA,2023-10-28 21:01:49.819,SLA Violated,2023-10-30 08:14:22.510,2.0,4.0,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Resolved,3432,Low,Email,Feature request,1st line support,Bernard Beckley,2023-10-27 08:22:15,2023-10-29 08:22:15,2023-10-27 09:22:15,2023-10-27 12:22:21.184,SLA Violated,2023-10-29 02:02:26.937,Within SLA,,1.0,,Custom software development,Tier 1,Bulgaria,42.7249925,25.4833039
Resolved,3433,Medium,Email,Bug report,1st line support,Sheela Cutten,2023-10-27 10:10:33,2023-10-29 10:10:33,2023-10-27 11:10:33,2023-10-27 11:08:57.282,Within SLA,2023-10-28 19:11:27.498,Within SLA,,3.0,,Ready to use Software,Tier 1,Greece,39.368279,21.863141
Closed,3434,Low,Email,Feature request,1st line support,Connor Danielovitch,2023-10-27 12:03:12,2023-10-29 12:03:12,2023-10-27 13:03:12,2023-10-27 12:41:09.074,Within SLA,2023-10-28 21:19:07.262,Within SLA,2023-11-01 12:14:18.407,4.0,3.0,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
Closed,3435,Low,Email,Feature request,2nd line support,Michele Whyatt,2023-10-27 14:44:55,2023-10-29 14:44:55,2023-10-27 15:44:55,2023-10-27 15:26:38.855,Within SLA,2023-10-28 03:36:35.098,Within SLA,2023-10-29 12:27:26.872,3.0,4.0,Ready to use Software,Tier 2,Spain,39.67337,-4.767726
Resolved,3436,Low,Email,Other,1st line support,Bernard Beckley,2023-10-27 19:01:06,2023-10-29 19:01:06,2023-10-27 20:01:06,2023-10-27 19:37:30.202,Within SLA,2023-10-31 04:48:03.327,SLA Violated,,1.0,,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Closed,3437,Medium,Chat,Product setup,2nd line support,Michele Whyatt,2023-10-27 10:31:50,2023-10-28 10:31:50,2023-10-27 10:33:50,2023-10-27 10:33:15.620,Within SLA,2023-10-28 07:54:35.232,Within SLA,2023-10-28 18:40:08.986,6.0,4.0,Other,Tier 2,Slovenia,46.1491664,14.9860106
Resolved,3438,Low,Chat,Feature request,1st line support,Sheela Cutten,2023-10-27 00:25:35,2023-10-28 00:25:35,2023-10-27 00:27:35,2023-10-27 00:26:59.330,Within SLA,2023-10-31 23:09:30.503,SLA Violated,,8.0,,Other,Tier 1,Germany,51.165691,10.451526
Resolved,3439,Low,Email,Feature request,1st line support,Nicola Wane,2023-10-27 23:17:33,2023-10-29 23:17:33,2023-10-28 00:17:33,2023-10-27 23:58:52.823,Within SLA,2023-10-29 01:01:23.104,Within SLA,,1.0,,Ready to use Software,Tier 1,Spain,39.67337,-4.767726
Closed,3440,High,Chat,Bug report,1st line support,Sheela Cutten,2023-10-27 19:19:17,2023-10-28 19:19:17,2023-10-27 19:21:17,2023-10-27 19:21:44.742,SLA Violated,2023-10-28 15:06:04.102,Within SLA,2023-11-02 01:40:30.552,5.0,4.0,Training and Consulting Services,Tier 1,Bulgaria,42.7249925,25.4833039
Resolved,3441,Low,Email,Bug report,1st line support,Bernard Beckley,2023-10-27 06:45:31,2023-10-29 06:45:31,2023-10-27 07:45:31,2023-10-27 07:35:24.954,Within SLA,2023-10-27 22:35:09.261,Within SLA,,1.0,,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039
Resolved,3442,Medium,Chat,Bug report,2nd line support,Michele Whyatt,2023-10-27 17:22:00,2023-10-28 17:22:00,2023-10-27 17:24:00,2023-10-27 17:23:31.977,Within SLA,2023-10-29 21:29:26.788,SLA Violated,,6.0,,Ready to use Software,Tier 2,Germany,51.165691,10.451526
Closed,3443,High,Phone,Feature request,1st line support,Bernard Beckley,2023-10-28 19:28:01,2023-10-30 19:28:01,2023-10-28 19:30:01,2023-10-28 19:28:42.498,Within SLA,2023-11-02 06:58:52.652,SLA Violated,2023-11-02 16:54:50.973,2.0,5.0,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
In progress,3444,Low,Chat,Bug report,2nd line support,Adolpho Messingham,2023-10-28 12:32:42,2023-10-29 12:32:42,2023-10-28 12:34:42,2023-10-28 12:33:41.423,Within SLA,,SLA Violated,,6.0,,Custom software development,Tier 2,United Kingdom,55.378052,-3.435973
Closed,3445,Low,Phone,Product setup,1st line support,Bernard Beckley,2023-10-28 15:48:50,2023-10-30 15:48:50,2023-10-28 15:50:50,2023-10-28 15:49:38.518,Within SLA,2023-10-28 16:18:09.540,Within SLA,2023-10-31 16:15:52.879,6.0,3.0,Ready to use Software,Tier 1,Germany,51.165691,10.451526
In progress,3457,Low,Email,Pricing and licensing,2nd line support,Michele Whyatt,2023-10-29 00:45:51,2023-10-31 00:45:51,2023-10-29 01:45:51,2023-10-29 01:28:19.235,Within SLA,,SLA Violated,,9.0,,Ready to use Software,Tier 2,Germany,51.165691,10.451526
Closed,3458,High,Email,Feature request,2nd line support,Adolpho Messingham,2023-10-29 15:26:21,2023-10-31 15:26:21,2023-10-29 16:26:21,2023-10-29 15:26:33.390,Within SLA,2023-10-31 07:09:39.148,Within SLA,2023-11-01 00:28:15.932,1.0,5.0,Ready to use Software,Tier 2,Slovenia,46.1491664,14.9860106
Closed,3459,Low,Email,Pricing and licensing,1st line support,Nicola Wane,2023-10-29 03:14:50,2023-10-31 03:14:50,2023-10-29 04:14:50,2023-10-29 04:01:53.965,Within SLA,2023-10-29 08:16:52.411,Within SLA,2023-11-04 01:41:16.578,1.0,4.0,Other,Tier 1,Germany,51.165691,10.451526
Closed,3460,Low,Chat,Product setup,1st line support,Sheela Cutten,2023-10-30 16:10:14,2023-10-31 16:10:14,2023-10-30 16:12:14,2023-10-30 16:11:27.010,Within SLA,2023-10-31 06:09:26.997,Within SLA,2023-11-03 16:32:26.110,6.0,5.0,Custom software development,Tier 1,Austria,47.6964719,13.3457347
Closed,3461,Low,Chat,Feature request,1st line support,Nicola Wane,2023-10-30 06:39:12,2023-10-31 06:39:12,2023-10-30 06:41:12,2023-10-30 06:40:01.496,Within SLA,2023-10-30 15:33:14.599,Within SLA,2023-10-31 23:53:38.623,2.0,3.0,Ready to use Software,Tier 1,Greece,39.368279,21.863141
Closed,3462,Medium,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-10-30 18:13:05,2023-11-01 18:13:05,2023-10-30 19:13:05,2023-10-30 18:46:01.455,Within SLA,2023-10-30 18:15:03.985,Within SLA,2023-11-02 23:57:53.814,6.0,4.0,Training and Consulting Services,Tier 1,Austria,47.6964719,13.3457347
Closed,3463,Low,Email,Purchasing and invoicing,1st line support,Bernard Beckley,2023-10-30 19:30:50,2023-11-01 19:30:50,2023-10-30 20:30:50,2023-10-30 20:07:02.266,Within SLA,2023-11-01 21:56:58.323,SLA Violated,2023-11-02 15:37:04.710,8.0,3.0,Training and Consulting Services,Tier 1,Greece,39.368279,21.863141
Resolved,3464,High,Email,Product setup,2nd line support,Heather Urry,2023-10-30 23:33:23,2023-11-01 23:33:23,2023-10-31 00:33:23,2023-10-30 23:52:16.850,Within SLA,2023-10-31 11:53:32.428,Within SLA,,9.0,,Training and Consulting Services,Tier 2,Greece,39.368279,21.863141
In progress,3465,Low,Email,Product setup,1st line support,Bernard Beckley,2023-10-30 05:51:10,2023-11-01 05:51:10,2023-10-30 06:51:10,2023-10-30 06:04:03.988,Within SLA,,SLA Violated,,2.0,,Custom software development,Tier 1,Austria,47.6964719,13.3457347
Closed,3466,Medium,Chat,Feature request,1st line support,Connor Danielovitch,2023-10-30 16:02:03,2023-10-31 16:02:03,2023-10-30 16:04:03,2023-10-30 16:03:30.224,Within SLA,2023-11-04 02:37:42.588,SLA Violated,2023-11-05 03:09:53.945,5.0,5.0,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Resolved,3467,Low,Chat,Feature request,2nd line support,Michele Whyatt,2023-10-31 15:07:33,2023-11-01 15:07:33,2023-10-31 15:09:33,2023-10-31 15:07:51.456,Within SLA,2023-10-31 15:26:10.147,Within SLA,,6.0,,Ready to use Software,Tier 2,Poland,52.536273,19.050639
Closed,3468,Low,Phone,Feature request,2nd line support,Michele Whyatt,2023-10-31 10:07:30,2023-11-02 10:07:30,2023-10-31 10:09:30,2023-10-31 10:09:10.385,Within SLA,2023-11-02 16:18:08.389,SLA Violated,2023-11-03 15:52:36.096,7.0,4.0,Other,Tier 2,Slovenia,46.1491664,14.9860106
In progress,3469,Low,Email,Training request,1st line support,Nicola Wane,2023-10-31 20:58:47,2023-11-02 20:58:47,2023-10-31 21:58:47,2023-10-31 21:05:32.536,Within SLA,,SLA Violated,,7.0,,Training and Consulting Services,Tier 1,Italy,43.036776,12.678565
Closed,3470,Medium,Phone,Pricing and licensing,2nd line support,Adolpho Messingham,2023-10-31 00:37:49,2023-11-02 00:37:49,2023-10-31 00:39:49,2023-10-31 00:38:45.056,Within SLA,2023-10-31 22:58:04.967,Within SLA,2023-11-04 13:51:20.785,4.0,1.0,Ready to use Software,Tier 2,Italy,43.036776,12.678565
Closed,3471,Medium,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-10-31 07:06:15,2023-11-02 07:06:15,2023-10-31 08:06:15,2023-10-31 07:38:49.680,Within SLA,2023-11-01 02:35:45.491,Within SLA,2023-11-05 10:09:58.759,5.0,4.0,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039
In progress,3472,Low,Chat,Pricing and licensing,2nd line support,Adolpho Messingham,2023-10-31 16:06:51,2023-11-01 16:06:51,2023-10-31 16:08:51,2023-10-31 16:06:54.890,Within SLA,,SLA Violated,,5.0,,Ready to use Software,Tier 2,United Kingdom,55.378052,-3.435973
Closed,3473,High,Chat,Product setup,1st line support,Nicola Wane,2023-10-31 00:29:39,2023-11-01 00:29:39,2023-10-31 00:31:39,2023-10-31 00:31:17.391,Within SLA,2023-10-31 12:12:37.188,Within SLA,2023-11-07 05:24:56.385,6.0,5.0,Ready to use Software,Tier 1,France,48.864716,2.349014
Closed,3474,Medium,Phone,Other,1st line support,Nicola Wane,2023-10-31 00:34:03,2023-11-02 00:34:03,2023-10-31 00:36:03,2023-10-31 00:35:11.750,Within SLA,2023-11-02 19:34:51.784,SLA Violated,2023-11-03 16:11:50.076,2.0,5.0,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675
Closed,3475,Low,Email,Purchasing and invoicing,2nd line support,Heather Urry,2023-11-01 00:06:49,2023-11-03 00:06:49,2023-11-01 01:06:49,2023-11-01 00:40:10.045,Within SLA,2023-11-02 05:39:05.610,Within SLA,2023-11-03 11:05:24.358,1.0,4.0,Custom software development,Tier 2,Poland,52.536273,19.050639
Closed,3476,Medium,Chat,Product setup,1st line support,Sheela Cutten,2023-11-01 23:01:47,2023-11-02 23:01:47,2023-11-01 23:03:47,2023-11-01 23:03:04.340,Within SLA,2023-11-02 17:50:40.430,Within SLA,2023-11-09 00:58:28.532,5.0,4.0,Other,Tier 1,Bulgaria,42.7249925,25.4833039
Closed,3477,High,Chat,Bug report,1st line support,Bernard Beckley,2023-11-01 09:20:37,2023-11-02 09:20:37,2023-11-01 09:22:37,2023-11-01 09:25:13.131,SLA Violated,2023-11-02 01:35:37.773,Within SLA,2023-11-05 15:12:48.061,4.0,4.0,Ready to use Software,Tier 1,Spain,39.67337,-4.767726
Resolved,3478,Low,Chat,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-11-01 21:15:52,2023-11-02 21:15:52,2023-11-01 21:17:52,2023-11-01 21:17:50.062,Within SLA,2023-11-05 12:42:48.657,SLA Violated,,7.0,,Custom software development,Tier 1,Greece,39.368279,21.863141
Closed,3479,Low,Email,Product setup,1st line support,Kristos Westoll,2023-11-01 18:55:11,2023-11-03 18:55:11,2023-11-01 19:55:11,2023-11-01 19:35:41.544,Within SLA,2023-11-05 23:42:31.327,SLA Violated,2023-11-06 07:56:33.988,5.0,4.0,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106
Closed,3480,High,Chat,Bug report,1st line support,Connor Danielovitch,2023-11-01 13:07:28,2023-11-02 13:07:28,2023-11-01 13:09:28,2023-11-01 13:07:32.719,Within SLA,2023-11-01 22:57:27.027,Within SLA,2023-11-08 13:55:16.845,5.0,5.0,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,3481,Medium,Email,Bug report,1st line support,Bernard Beckley,2023-11-01 23:54:55,2023-11-03 23:54:55,2023-11-02 00:54:55,2023-11-02 00:26:48.528,Within SLA,2023-11-03 06:21:11.284,Within SLA,,3.0,,Ready to use Software,Tier 1,Austria,47.6964719,13.3457347
In progress,3482,High,Email,Pricing and licensing,2nd line support,Adolpho Messingham,2023-11-01 10:21:54,2023-11-03 10:21:54,2023-11-01 11:21:54,2023-11-01 10:52:35.485,Within SLA,,SLA Violated,,2.0,,Custom software development,Tier 2,Poland,52.536273,19.050639
Closed,3483,Low,Chat,Product setup,1st line support,Kristos Westoll,2023-11-01 15:23:00,2023-11-02 15:23:00,2023-11-01 15:25:00,2023-11-01 15:28:04.035,SLA Violated,2023-11-02 08:19:20.235,Within SLA,2023-11-06 17:14:25.082,9.0,4.0,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106
In progress,3484,Low,Email,Pricing and licensing,1st line support,Connor Danielovitch,2023-11-01 08:18:40,2023-11-03 08:18:40,2023-11-01 09:18:40,2023-11-01 08:36:03.491,Within SLA,,SLA Violated,,1.0,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Closed,3485,Medium,Phone,Product setup,1st line support,Kristos Westoll,2023-11-01 07:01:08,2023-11-03 07:01:08,2023-11-01 07:03:08,2023-11-01 07:03:02.869,Within SLA,2023-11-02 15:16:06.457,Within SLA,2023-11-07 08:05:16.986,7.0,2.0,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
In progress,3486,Low,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-11-02 19:25:27,2023-11-04 19:25:27,2023-11-02 20:25:27,2023-11-02 20:37:39.880,SLA Violated,,SLA Violated,,3.0,,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,3487,Medium,Email,Product setup,2nd line support,Adolpho Messingham,2023-11-02 06:12:26,2023-11-04 06:12:26,2023-11-02 07:12:26,2023-11-02 07:09:05.753,Within SLA,2023-11-02 10:10:59.528,Within SLA,,1.0,,Ready to use Software,Tier 2,Poland,52.536273,19.050639
Closed,3488,Medium,Chat,Other,1st line support,Connor Danielovitch,2023-11-02 01:48:46,2023-11-03 01:48:46,2023-11-02 01:50:46,2023-11-02 01:49:27.508,Within SLA,2023-11-04 10:10:47.480,SLA Violated,2023-11-04 19:48:22.067,5.0,5.0,Custom software development,Tier 1,Germany,51.165691,10.451526
Closed,3489,High,Chat,Product setup,2nd line support,Heather Urry,2023-11-02 11:02:27,2023-11-03 11:02:27,2023-11-02 11:04:27,2023-11-02 11:04:03.573,Within SLA,2023-11-02 17:00:40.918,Within SLA,2023-11-06 16:07:30.549,8.0,4.0,Other,Tier 2,Slovenia,46.1491664,14.9860106
In progress,3490,Low,Email,Product setup,2nd line support,Adolpho Messingham,2023-11-02 02:48:53,2023-11-04 02:48:53,2023-11-02 03:48:53,2023-11-02 03:43:19.921,Within SLA,,SLA Violated,,1.0,,Custom software development,Tier 2,Greece,39.368279,21.863141
Closed,3491,High,Chat,Feature request,1st line support,Sheela Cutten,2023-11-02 12:46:43,2023-11-03 12:46:43,2023-11-02 12:48:43,2023-11-02 12:48:07.641,Within SLA,2023-11-02 23:30:39.703,Within SLA,2023-11-08 09:13:15.951,9.0,4.0,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675
Closed,3492,High,Email,Product setup,1st line support,Nicola Wane,2023-11-02 15:45:40,2023-11-04 15:45:40,2023-11-02 16:45:40,2023-11-02 16:11:14.427,Within SLA,2023-11-07 02:46:44.174,SLA Violated,2023-11-08 12:27:16.352,6.0,1.0,Other,Tier 1,France,48.864716,2.349014
